Data,ID_Cliente,Cliente,Almoco,Bebidas,Total_Gasto
2025-01-01,21530,Fernando Alves,65.59,Água,73.59
2025-08-24,25014,Simone Fonseca,33.17,"Água, Sucos, Alcóolicas",76.17
2025-09-09,22419,Isabela Castro Martins,68.28,"Refrigerantes, Sucos, Alcóolicas",121.28
2025-12-05,5546,Paulo Nascimento Cavalcanti,66.47,"Sucos, Alcóolicas",95.47
2025-12-20,23136,Leonardo Vieira,78.83,"Água, Alcóolicas, Refrigerantes",119.83
2025-01-02,6534,Felipe Barros,38.35,Água,46.35
2025-02-07,9132,Raquel Pires,62.53,Alcóolicas,69.53
2025-01-03,13451,Rafael Mendes,38.82,"Refrigerantes, Água",74.82
2025-03-04,22405,Renata Campos Cardoso,29.65,"Água, Sucos, Alcóolicas",86.65
2025-01-26,3839,Diego Pinto Ferreira,78.48,"Sucos, Refrigerantes, Alcóolicas",132.48
2025-08-05,10378,Patricia Rocha,44.91,"Alcóolicas, Água",63.91
2025-09-23,17251,Camila Rodrigues,33.34,"Alcóolicas, Sucos, Refrigerantes",80.34
2025-10-29,6650,Carolina Freitas Monteiro,78.34,"Alcóolicas, Sucos, Refrigerantes",140.34
2025-04-29,6274,Carolina Freitas,68.68,"Refrigerantes, Água, Sucos",104.68
2025-11-11,22003,Tatiana Moreira Cardoso,37.93,Alcóolicas,51.93
2025-12-16,2805,Bruno Castro Sousa,77.34,"Sucos, Água",105.34
2025-02-23,16861,Marcelo Rezende Coelho,113.91,Alcóolicas,127.91
2025-12-03,605,Ana Costa Azevedo,109.27,"Sucos, Água",121.27
2025-09-04,23367,Bruna Ribeiro Cardoso,62.17,"Água, Alcóolicas",73.17
2025-12-06,21688,Mariana Duarte Rezende,48.95,"Sucos, Refrigerantes, Alcóolicas",87.95
2025-12-10,24707,João Silva Sousa,79.08,"Refrigerantes, Alcóolicas",109.08
2025-11-23,591,Leonardo Vieira,49.77,Água,57.77
2025-11-18,15594,Vinicius Torres Castro,26.79,"Água, Alcóolicas, Sucos",68.79
2025-12-23,5531,Vinicius Torres Araújo,79.42,"Água, Sucos, Refrigerantes",127.42
2025-11-27,12096,João Silva Coelho,36.69,Refrigerantes,52.69
2025-02-26,15746,Rodrigo Neves Barros,36.64,Refrigerantes,44.64
2025-01-31,1988,Leticia Cunha Ramos,60.85,"Alcóolicas, Água",89.85
2025-11-21,2217,Felipe Barros Vieira,57.39,"Sucos, Alcóolicas, Água",114.39
2025-10-14,16642,Vinicius Torres,74.77,Refrigerantes,90.77
2025-01-28,12839,Fernanda Gomes Costa,61.29,"Refrigerantes, Alcóolicas",83.29
2025-12-10,14060,Paulo Nascimento Lima,37.44,Alcóolicas,44.44
2025-10-08,24432,Roberto Martins Coelho,65.96,Água,69.96
2025-12-13,15555,Lucas Teixeira Dias,51.59,Alcóolicas,72.59
2025-01-10,11801,Anderson Coelho Vieira,56.75,"Sucos, Alcóolicas",78.75
2025-03-20,24648,Alexandre Araújo,73.42,"Alcóolicas, Sucos",88.42
2025-02-18,12166,Camila Rodrigues,59.93,"Refrigerantes, Água, Sucos",103.93
2025-01-31,20276,Marcelo Rezende,38.5,Sucos,54.5
2025-12-20,11953,Leonardo Vieira Farias,28.75,"Sucos, Alcóolicas, Refrigerantes",66.75
2025-12-19,24435,Marcos Pereira,89.14,"Água, Refrigerantes",109.14
2025-06-27,2937,Ricardo Barbosa Lima,61.9,"Sucos, Alcóolicas, Água",87.9
2025-02-07,22639,Ana Costa Pires,59.58,Refrigerantes,75.58
2025-12-12,18821,Isabela Castro Rocha,50.56,"Alcóolicas, Refrigerantes, Sucos",89.56
2025-05-09,21684,Silvia Cavalcanti Farias,96.08,"Alcóolicas, Refrigerantes",133.08
2025-01-22,4782,Juliana Lima Teixeira,55.23,"Alcóolicas, Refrigerantes",92.23
2025-12-21,15880,Marcelo Rezende Moura,75.11,"Água, Alcóolicas",104.11
2025-11-11,19628,Cristina Machado,69.27,"Alcóolicas, Sucos",91.27
2025-11-04,10179,Mariana Duarte Nascimento,44.8,"Alcóolicas, Sucos",82.8
2025-10-02,22588,Marcelo Rezende Monteiro,64.25,"Alcóolicas, Água",86.25
2025-03-09,21775,Raquel Pires Machado,24.53,Sucos,32.53
2025-01-17,20291,Diego Pinto Duarte,39.88,"Sucos, Refrigerantes, Alcóolicas",84.88
2025-05-14,1751,Vinicius Torres,66.14,"Água, Sucos, Alcóolicas",103.14
2025-09-03,11681,Fernando Alves,51.49,"Água, Sucos, Alcóolicas",90.49
2025-05-23,2847,Tatiana Moreira,46.78,Refrigerantes,62.78
2025-03-06,1805,Juliana Lima,47.18,Sucos,63.18
2025-09-25,6152,Adriana Farias Castro,26.46,"Água, Refrigerantes",54.46
2025-04-17,8127,Carolina Freitas,39.54,Refrigerantes,63.54
2025-01-25,8211,Adriana Farias Cardoso,70.6,Sucos,78.6
2025-03-26,8410,Alexandre Araújo Barbosa,39.44,Refrigerantes,47.44
2025-02-25,20468,Tatiana Moreira Oliveira,70.37,"Água, Refrigerantes",86.37
2025-02-04,13200,Daniela Sousa Cunha,77.7,"Água, Alcóolicas, Sucos",118.7
2025-03-21,4356,Marcos Pereira,61.08,"Água, Alcóolicas",86.08
2025-03-06,16187,Bruno Castro Vieira,66.81,Água,78.81
2025-01-23,21479,Maria Santos,40.97,Sucos,48.97
2025-12-10,21426,Marcos Pereira Sousa,72.87,"Água, Alcóolicas, Sucos",118.87
2025-03-06,5394,Gustavo Azevedo,72.79,"Água, Alcóolicas",91.79
2025-02-04,6810,Maria Santos Freitas,51.21,"Água, Alcóolicas, Sucos",74.21
2025-01-29,1067,Juliana Lima,71.8,Água,83.8
2025-04-22,8043,Carolina Freitas Souza,42.11,"Alcóolicas, Refrigerantes",71.11
2025-12-19,14919,Raquel Pires,81.01,"Refrigerantes, Alcóolicas, Água",116.01
2025-10-03,6403,Carolina Freitas,69.99,"Alcóolicas, Refrigerantes, Sucos",123.99
2025-04-11,8997,Henrique Lopes,44.9,Água,48.9
2025-10-08,9882,Anderson Coelho Sousa,44.34,"Água, Alcóolicas, Sucos",93.34
2025-10-21,22206,Daniela Sousa Cavalcanti,34.65,"Refrigerantes, Sucos, Água",70.65
2025-10-03,13579,Paula Melo Azevedo,54.86,"Água, Alcóolicas, Sucos",88.86
2025-11-09,11471,Pedro Oliveira,57.67,Refrigerantes,81.67
2025-02-12,6004,Adriana Farias Cavalcanti,35.69,"Refrigerantes, Água",63.69
2025-10-21,11825,Rodrigo Neves Santos,46.32,"Sucos, Alcóolicas, Refrigerantes",91.32
2025-10-29,8611,Raquel Pires Neves,76.06,Água,80.06
2025-02-21,5926,Amanda Dias,73.76,"Refrigerantes, Água",93.76
2025-11-14,2583,Isabela Castro Barros,42.25,Sucos,66.25
2025-12-04,3727,Tatiana Moreira Fonseca,48.53,Sucos,56.53
2025-12-27,23800,Pedro Oliveira Correia,75.85,Alcóolicas,96.85
2025-12-07,3507,Rafael Mendes Moreira,62.07,"Sucos, Água",90.07
2025-04-24,25482,Vinicius Torres Ferreira,48.74,"Sucos, Alcóolicas, Refrigerantes",87.74
2025-11-22,10471,Amanda Dias,38.78,Alcóolicas,52.78
2025-05-04,13386,Marcelo Rezende Torres,38.66,Sucos,62.66
2025-08-20,23294,Carlos Souza Barbosa,68.94,"Sucos, Água",92.94
2025-11-23,19052,Beatriz Cardoso Pereira,41.23,Água,45.23
2025-03-11,23643,Rafael Mendes Cunha,68.2,"Refrigerantes, Água, Sucos",92.2
2025-08-12,24630,Beatriz Cardoso Farias,24.63,Água,36.63
2025-02-26,9482,Camila Rodrigues Torres,50.47,"Alcóolicas, Sucos, Água",81.47
2025-04-18,23881,Fernando Alves Teixeira,53.81,Sucos,77.81
2025-05-13,12891,Patricia Rocha,38.27,"Água, Sucos",50.27
2025-03-25,22628,Ana Costa Cardoso,39.12,"Alcóolicas, Refrigerantes, Sucos",84.12
2025-01-17,18949,Lucas Teixeira,40.23,"Água, Refrigerantes, Sucos",92.23
2025-04-15,18607,Carolina Freitas Costa,44.5,"Água, Alcóolicas, Refrigerantes",89.5
2025-01-24,12687,Daniela Sousa Martins,41.36,"Refrigerantes, Água, Sucos",77.36
2025-11-14,6180,Simone Fonseca,35.29,"Refrigerantes, Sucos",51.29
2025-01-11,17992,Leonardo Vieira Alves,62.83,"Alcóolicas, Sucos, Água",99.83
2025-05-29,8692,Henrique Lopes Silva,52.51,"Sucos, Alcóolicas",74.51
2025-01-07,11166,João Silva Castro,56.56,"Sucos, Refrigerantes",88.56
2025-11-15,4972,Thiago Monteiro Farias,53.27,"Água, Alcóolicas",79.27
2025-12-07,14636,Cristina Machado Castro,72.78,Sucos,80.78
2025-11-28,21859,Vinicius Torres Araújo,36.94,Sucos,52.94
2025-07-01,9290,João Silva Torres,54.76,"Sucos, Refrigerantes",94.76
2025-11-27,17412,Silvia Cavalcanti Castro,37.06,"Alcóolicas, Água",70.06
2025-02-02,12672,Carolina Freitas,49.8,Água,61.8
2025-02-14,10488,Juliana Lima,65.74,"Refrigerantes, Sucos, Alcóolicas",110.74
2025-09-13,17036,Roberto Martins Melo,51.78,"Refrigerantes, Alcóolicas",88.78
2025-11-22,17861,Vanessa Correia,26.26,"Água, Refrigerantes",46.26
2025-05-04,11142,Pedro Oliveira,29.65,Alcóolicas,43.65
2025-08-26,13556,Vanessa Correia,46.33,"Sucos, Água",66.33
2025-03-06,8858,Patricia Rocha,39.64,Água,51.64
2025-11-04,24700,Pedro Oliveira,54.43,"Sucos, Refrigerantes",94.43
2025-01-29,349,Adriana Farias Teixeira,60.28,Alcóolicas,74.28
2025-03-12,17245,Silvia Cavalcanti Dias,79.77,Sucos,103.77
2025-11-18,2622,José Carvalho Sousa,45.23,Água,53.23
2025-11-25,21833,Thiago Monteiro,51.84,"Água, Sucos, Alcóolicas",85.84
2025-11-26,14138,Vanessa Correia Oliveira,66.98,Sucos,90.98
2025-06-27,3848,Gustavo Azevedo Nascimento,34.55,Alcóolicas,55.55
2025-11-23,17554,Patricia Rocha Alves,34.77,"Sucos, Refrigerantes, Água",62.77
2025-03-30,13619,Leonardo Vieira,51.6,"Refrigerantes, Sucos, Alcóolicas",96.6
2025-04-16,12379,Thiago Monteiro Barbosa,46.24,Alcóolicas,53.24
2025-10-28,18430,Monica Batista Melo,40.84,"Sucos, Refrigerantes, Alcóolicas",93.84
2025-05-27,18183,Paula Melo Santos,50.84,"Água, Sucos",74.84
2025-11-11,23488,Amanda Dias,71.66,"Refrigerantes, Água",87.66
2025-12-16,15195,Adriana Farias,27.45,Alcóolicas,48.45
2025-03-05,749,Rodrigo Neves Monteiro,79.52,"Refrigerantes, Alcóolicas",94.52
2025-01-17,1772,Thiago Monteiro,31.02,"Água, Alcóolicas, Sucos",62.02
2025-05-20,22658,Bruna Ribeiro,44.67,Água,48.67
2025-11-25,5257,Vanessa Correia Silva,30.54,"Refrigerantes, Água",50.54
2025-02-25,11456,Paulo Nascimento Ribeiro,52.5,"Sucos, Alcóolicas",82.5
2025-03-27,25768,Beatriz Cardoso Mendes,31.85,Alcóolicas,45.85
2025-03-15,3482,Marcos Pereira,52.9,Sucos,60.9
2025-12-02,2329,Simone Fonseca Cunha,42.6,"Refrigerantes, Alcóolicas, Água",72.6
2025-01-10,17430,Eduardo Moura Costa,103.69,Alcóolicas,124.69
2025-01-02,18353,Alexandre Araújo,26.6,Água,30.6
2025-11-20,7804,João Silva Castro,38.08,"Refrigerantes, Alcóolicas",83.08
2025-08-21,1815,Fernanda Gomes,68.92,Água,76.92
2025-02-05,3328,Monica Batista Rodrigues,79.52,"Água, Sucos",91.52
2025-07-11,9316,Ana Costa,47.32,"Refrigerantes, Água, Sucos",79.32
2025-08-22,12931,Rafael Mendes Oliveira,43.04,"Água, Refrigerantes",63.04
2025-04-08,22603,Paula Melo Cardoso,73.91,"Alcóolicas, Água",106.91
2025-10-21,11048,Ricardo Barbosa Barros,44.58,"Alcóolicas, Sucos",74.58
2025-01-31,8891,Gustavo Azevedo Teixeira,61.8,"Alcóolicas, Refrigerantes, Água",110.8
2025-05-03,17273,Adriana Farias,49.33,Água,61.33
2025-12-30,11518,Maria Santos Santos,34.53,"Sucos, Refrigerantes, Alcóolicas",80.53
2025-12-23,12742,Mariana Duarte,122.29,"Sucos, Alcóolicas, Refrigerantes",167.29
2025-12-05,22343,Paula Melo Dias,36.63,"Alcóolicas, Água, Sucos",69.63
2025-07-01,18813,Carolina Freitas Torres,65.27,"Refrigerantes, Água, Sucos",93.27
2025-05-21,22191,Carolina Freitas Mendes,53.78,Refrigerantes,69.78
2025-11-12,3820,José Carvalho,94.58,"Sucos, Alcóolicas",125.58
2025-12-30,14200,Leonardo Vieira Rezende,63.87,"Sucos, Alcóolicas",92.87
2025-12-17,22756,Anderson Coelho Teixeira,34.1,Água,38.1
2025-12-05,12846,Silvia Cavalcanti Castro,29.17,"Água, Sucos, Refrigerantes",73.17
2025-09-09,4453,Leonardo Vieira,71.76,Sucos,87.76
2025-09-09,17497,Raquel Pires Barbosa,74.25,Sucos,82.25
2025-02-15,17602,Eduardo Moura,57.89,Sucos,65.89
2025-01-17,10049,Fernanda Gomes,54.21,Água,62.21
2025-09-06,6955,Ana Costa Santos,72.94,Refrigerantes,88.94
2025-10-07,398,Isabela Castro Dias,55.91,Água,63.91
2025-05-03,18389,Rafael Mendes Santos,46.72,Refrigerantes,54.72
2025-12-12,11893,Rodrigo Neves,58.34,"Refrigerantes, Água",70.34
2025-10-02,15380,Mariana Duarte,49.7,Água,61.7
2025-09-30,22491,Maria Santos Cardoso,50.1,"Alcóolicas, Água, Refrigerantes",83.1
2025-10-07,3527,Gustavo Azevedo Pinto,67.6,Alcóolicas,74.6
2025-09-12,10691,Leticia Cunha Fonseca,57.18,"Sucos, Água, Refrigerantes",81.18
2025-08-29,22846,Maria Santos Nascimento,46.8,"Água, Sucos",62.8
2025-05-29,9959,Mariana Duarte Rodrigues,24.53,"Água, Refrigerantes",52.53
2025-05-02,2079,Paulo Nascimento,73.11,"Refrigerantes, Água, Alcóolicas",99.11
2025-10-30,22632,Daniela Sousa Cardoso,74.66,"Sucos, Água",94.66
2025-08-20,8070,Monica Batista,27.41,"Sucos, Refrigerantes",51.41
2025-10-17,17863,José Carvalho Correia,41.66,"Refrigerantes, Sucos",57.66
2025-01-19,25824,Marcos Pereira Coelho,67.82,"Sucos, Água, Refrigerantes",111.82
2025-09-10,17088,Felipe Barros Ramos,54.2,"Água, Alcóolicas, Sucos",84.2
2025-12-20,2054,Felipe Barros Correia,40.5,Água,44.5
2025-10-17,2842,Simone Fonseca Castro,36.13,"Refrigerantes, Sucos",68.13
2025-01-01,25253,Raquel Pires Pires,35.12,"Sucos, Alcóolicas, Água",61.12
2025-07-17,14314,Lucas Teixeira Rocha,63.32,"Refrigerantes, Água, Sucos",95.32
2025-11-23,24040,Ricardo Barbosa,60.37,"Refrigerantes, Sucos",108.37
2025-09-24,2722,João Silva Teixeira,55.92,"Água, Refrigerantes, Alcóolicas",96.92
2025-01-16,14193,Tatiana Moreira Sousa,26.22,Refrigerantes,34.22
2025-01-22,18287,Tatiana Moreira Pires,77.56,"Alcóolicas, Sucos, Refrigerantes",122.56
2025-04-03,21196,Thiago Monteiro Sousa,31.26,Água,39.26
2025-02-04,21467,Vinicius Torres Duarte,45.63,"Alcóolicas, Refrigerantes, Sucos",90.63
2025-08-12,15308,Rodrigo Neves,50.96,"Água, Sucos, Alcóolicas",88.96
2025-11-25,18983,Isabela Castro Azevedo,38.21,"Alcóolicas, Sucos, Água",81.21
2025-11-07,3810,Carlos Souza,58.65,"Sucos, Refrigerantes, Alcóolicas",105.65
2025-11-21,1535,Carolina Freitas Coelho,46.8,"Alcóolicas, Água",57.8
2025-02-11,18903,Ricardo Barbosa Alves,57.41,Alcóolicas,64.41
2025-04-12,6725,Alexandre Araújo Cavalcanti,37.89,"Alcóolicas, Refrigerantes, Água",80.89
2025-03-04,9430,Thiago Monteiro Melo,32.29,"Sucos, Alcóolicas, Água",78.29
2025-12-24,5904,Leonardo Vieira,36.35,"Sucos, Água",72.35
2025-11-11,15440,Henrique Lopes Araújo,78.29,Refrigerantes,94.29
2025-01-12,18591,José Carvalho,68.01,"Alcóolicas, Refrigerantes",97.01
2025-09-14,11849,Maria Santos Gomes,47.28,"Refrigerantes, Alcóolicas, Água",82.28
2025-03-20,24247,Amanda Dias,78.24,"Refrigerantes, Água",114.24
2025-03-07,22736,Raquel Pires Neves,26.3,"Sucos, Água, Alcóolicas",79.3
2025-03-25,6033,Paula Melo Barbosa,42.73,"Sucos, Refrigerantes",74.73
2025-11-18,4235,Eduardo Moura Araújo,100.21,"Água, Alcóolicas, Sucos",141.21
2025-09-03,5008,Fernando Alves Castro,50.61,Refrigerantes,58.61
2025-12-07,2224,Marcos Pereira Carvalho,79.76,Alcóolicas,100.76
2025-09-16,14842,Anderson Coelho Coelho,33.9,"Sucos, Refrigerantes",65.9
2025-02-12,19300,Raquel Pires Campos,65.5,Sucos,89.5
2025-02-23,25856,Camila Rodrigues Martins,40.08,Sucos,56.08
2025-02-04,21063,Tatiana Moreira Barbosa,53.91,"Sucos, Água",81.91
2025-12-10,3026,Adriana Farias,79.0,Água,91.0
2025-01-21,21692,Vinicius Torres Rezende,67.94,"Água, Sucos",95.94
2025-02-18,4288,Lucia Ferreira Carvalho,76.59,"Refrigerantes, Sucos, Alcóolicas",123.59
2025-03-14,21875,Silvia Cavalcanti,47.11,Água,51.11
2025-02-19,16704,Leticia Cunha Pinto,65.43,"Sucos, Alcóolicas, Refrigerantes",126.43
2025-06-17,17809,Rodrigo Neves Teixeira,58.5,"Sucos, Alcóolicas",80.5
2025-12-14,9788,Carlos Souza Moreira,55.91,"Refrigerantes, Alcóolicas, Água",86.91
2025-12-19,7210,Henrique Lopes,40.08,Refrigerantes,64.08
2025-03-19,8033,Rafael Mendes Rodrigues,39.36,"Refrigerantes, Água",67.36
2025-08-26,20278,Gabriel Ramos Rezende,56.77,"Refrigerantes, Água",72.77
2025-10-17,13631,Beatriz Cardoso Machado,59.93,Água,63.93
2025-03-18,8803,Monica Batista Monteiro,41.94,Alcóolicas,62.94
2025-04-06,3221,José Carvalho Araújo,44.18,"Refrigerantes, Sucos, Alcóolicas",75.18
2025-12-09,2879,Paula Melo Castro,50.89,"Água, Sucos",82.89
2025-01-21,20759,Amanda Dias,49.84,Alcóolicas,63.84
2025-02-25,9345,Leonardo Vieira Barros,52.51,Água,60.51
2025-09-23,3026,Adriana Farias,25.11,"Água, Refrigerantes",53.11
2025-12-16,24280,Monica Batista Ramos,127.65,Refrigerantes,143.65
2025-03-27,22984,Cristina Machado Oliveira,54.9,"Água, Alcóolicas, Refrigerantes",95.9
2025-03-08,3193,Camila Rodrigues Torres,72.06,"Alcóolicas, Sucos, Água",118.06
2025-11-16,6029,Daniela Sousa Oliveira,43.84,Sucos,67.84
2025-01-22,246,Carlos Souza Campos,72.82,"Alcóolicas, Sucos, Água",105.82
2025-11-28,24420,Felipe Barros,63.72,"Sucos, Água",83.72
2025-10-09,21125,Camila Rodrigues Dias,56.92,Água,60.92
2025-06-20,6830,Marcos Pereira,50.63,"Alcóolicas, Refrigerantes, Sucos",103.63
2025-03-19,23315,Roberto Martins,70.29,"Sucos, Água",90.29
2025-04-24,3543,Raquel Pires Gomes,49.79,Água,61.79
2025-07-09,17001,Rafael Mendes Cavalcanti,29.28,"Alcóolicas, Refrigerantes, Água",74.28
2025-06-22,9161,Roberto Martins Ribeiro,143.74,"Sucos, Refrigerantes, Água",171.74
2025-11-21,23672,Ana Costa,73.21,"Água, Alcóolicas, Sucos",106.21
2025-11-11,2933,Ana Costa Correia,34.04,Sucos,50.04
2025-11-25,14371,Paulo Nascimento,48.77,"Sucos, Refrigerantes, Alcóolicas",95.77
2025-01-05,6540,Gustavo Azevedo Castro,47.0,"Sucos, Água, Alcóolicas",70.0
2025-12-31,18182,Maria Santos,39.37,"Água, Alcóolicas, Sucos",73.37
2025-12-28,5505,Roberto Martins Carvalho,38.8,"Água, Alcóolicas, Refrigerantes",79.8
2025-03-12,12182,Maria Santos Castro,27.92,Alcóolicas,41.92
2025-01-03,7626,Leonardo Vieira,66.7,Refrigerantes,74.7
2025-05-17,14205,Mariana Duarte,42.11,"Refrigerantes, Sucos",66.11
2025-01-01,17215,Fernanda Gomes Dias,57.36,"Alcóolicas, Refrigerantes, Sucos",87.36
2025-02-09,2049,Juliana Lima Freitas,35.2,Refrigerantes,43.2
2025-12-21,3989,Marcos Pereira Santos,66.16,"Alcóolicas, Refrigerantes, Água",101.16
2025-11-21,17015,Thiago Monteiro Farias,25.47,"Refrigerantes, Sucos",57.47
2025-12-30,19563,Paula Melo Castro,72.53,Alcóolicas,79.53
2025-09-11,25781,Alexandre Araújo Machado,77.41,Água,85.41
2025-09-28,13854,Felipe Barros Pinto,61.16,Refrigerantes,69.16
2025-02-20,22494,Vanessa Correia Moreira,28.59,Sucos,52.59
2025-08-02,17998,Bruna Ribeiro Coelho,28.73,Sucos,36.73
2025-08-26,13846,Mariana Duarte,76.73,Refrigerantes,84.73
2025-06-04,9994,Monica Batista Pereira,39.11,"Água, Alcóolicas, Refrigerantes",62.11
2025-03-18,10248,Leticia Cunha Pires,47.11,"Refrigerantes, Água, Alcóolicas",92.11
2025-10-18,17281,Carlos Souza,40.64,Alcóolicas,61.64
2025-05-08,21126,Juliana Lima Dias,28.29,"Água, Sucos, Refrigerantes",68.29
2025-09-12,21913,Marcos Pereira Rezende,53.9,Sucos,69.9
2025-02-01,6991,Bruno Castro Souza,71.25,"Água, Alcóolicas",86.25
2025-11-27,18966,Henrique Lopes Ramos,72.15,"Refrigerantes, Alcóolicas, Sucos",125.15
2025-03-18,9424,Gustavo Azevedo Oliveira,103.9,"Sucos, Água, Alcóolicas",144.9
2025-05-13,6199,Amanda Dias,60.4,Refrigerantes,84.4
2025-06-05,7909,Rafael Mendes Rocha,40.67,"Refrigerantes, Água",64.67
2025-01-02,17803,Tatiana Moreira,126.98,Alcóolicas,147.98
2025-02-11,9622,Marcelo Rezende Farias,64.61,"Alcóolicas, Água, Refrigerantes",102.61
2025-10-21,12356,Adriana Farias Monteiro,74.23,Sucos,98.23
2025-09-02,13235,Simone Fonseca,47.72,"Refrigerantes, Alcóolicas",70.72
2025-10-19,15273,Thiago Monteiro,34.17,"Água, Refrigerantes, Sucos",86.17
2025-12-16,17981,Adriana Farias Carvalho,29.36,"Sucos, Refrigerantes",61.36
2025-11-18,3181,Monica Batista,62.28,Alcóolicas,83.28
2025-11-01,11143,Paula Melo Oliveira,53.22,Sucos,61.22
2025-05-09,21232,Fernando Alves Duarte,102.45,Sucos,118.45
2025-12-13,25347,Renata Campos Ramos,26.99,"Refrigerantes, Alcóolicas",41.99
2025-01-07,5207,Juliana Lima Castro,25.88,"Sucos, Água, Refrigerantes",45.88
2025-12-09,5906,Rodrigo Neves Castro,66.62,Água,70.62
2025-01-03,11294,Henrique Lopes Mendes,66.5,"Refrigerantes, Sucos",98.5
2025-10-09,16777,Rodrigo Neves Rocha,69.46,"Alcóolicas, Refrigerantes, Sucos",107.46
2025-01-05,20840,Isabela Castro Lima,67.38,"Sucos, Refrigerantes, Água",107.38
2025-12-12,19211,Renata Campos,73.76,"Sucos, Água, Alcóolicas",112.76
2025-05-23,15889,Mariana Duarte Souza,37.04,"Sucos, Água",73.04
2025-03-02,25005,Renata Campos Costa,29.42,Refrigerantes,45.42
2025-08-13,17593,Daniela Sousa,49.8,Alcóolicas,70.8
2025-05-07,16376,Gustavo Azevedo Ferreira,32.32,"Água, Sucos",68.32
2025-10-14,8907,Adriana Farias Ribeiro,40.84,"Alcóolicas, Água, Refrigerantes",75.84
2025-10-21,17494,Amanda Dias Teixeira,37.09,"Sucos, Alcóolicas, Refrigerantes",68.09
2025-12-30,12780,Monica Batista,37.41,"Refrigerantes, Água",73.41
2025-02-05,2822,Marcos Pereira,42.27,"Alcóolicas, Refrigerantes",64.27
2025-06-10,14461,Fernando Alves,78.87,"Sucos, Refrigerantes, Água",122.87
2025-05-14,1032,Raquel Pires Castro,27.45,"Sucos, Refrigerantes, Água",59.45
2025-09-23,12010,Paulo Nascimento Ferreira,50.64,Água,54.64
2025-03-08,799,Bruno Castro,73.95,Água,81.95
2025-12-13,25608,Raquel Pires Coelho,79.06,"Sucos, Alcóolicas",101.06
2025-09-24,25500,Lucia Ferreira Batista,44.91,Água,52.91
2025-04-04,13642,Cristina Machado Mendes,70.55,"Sucos, Alcóolicas, Água",109.55
2025-03-16,3736,Paula Melo Ferreira,26.37,Sucos,34.37
2025-05-20,3823,Patricia Rocha Fonseca,56.66,"Refrigerantes, Alcóolicas",86.66
2025-11-19,16069,Alexandre Araújo Barros,34.0,"Água, Alcóolicas",63.0
2025-06-27,24459,Ricardo Barbosa Lopes,28.83,Alcóolicas,42.83
2025-07-27,5724,Leonardo Vieira Castro,26.57,"Refrigerantes, Alcóolicas",55.57
2025-03-30,20087,Carolina Freitas,45.37,"Sucos, Alcóolicas",67.37
2025-03-29,7670,Alexandre Araújo Alves,35.91,"Sucos, Água",63.91
2025-03-07,19418,João Silva Barros,38.29,"Refrigerantes, Alcóolicas, Sucos",92.29
2025-05-27,6833,Rafael Mendes,75.93,"Água, Refrigerantes",99.93
2025-12-07,20475,Beatriz Cardoso Santos,75.49,"Alcóolicas, Refrigerantes, Sucos",136.49
2025-02-16,19296,Carolina Freitas Cardoso,39.71,"Refrigerantes, Água, Sucos",83.71
2025-11-05,22197,Vanessa Correia Melo,28.4,"Refrigerantes, Sucos, Alcóolicas",74.4
2025-07-04,11577,Beatriz Cardoso Batista,46.21,"Alcóolicas, Sucos",84.21
2025-12-23,5759,Henrique Lopes Lima,68.3,Alcóolicas,82.3
2025-02-08,21124,Thiago Monteiro Dias,55.61,"Água, Refrigerantes",83.61
2025-10-03,3013,Leticia Cunha Lima,50.23,Água,62.23
2025-12-26,1874,Carlos Souza Campos,75.88,"Refrigerantes, Alcóolicas, Água",118.88
2025-12-30,16212,Paula Melo Vieira,106.9,"Água, Sucos, Refrigerantes",162.9
2025-06-11,8578,Carolina Freitas,74.3,Sucos,98.3
2025-11-08,9208,Leonardo Vieira,67.1,"Água, Alcóolicas",85.1
2025-09-09,12492,Adriana Farias Barros,51.25,"Refrigerantes, Água, Alcóolicas",85.25
2025-01-08,5678,Simone Fonseca Barros,30.08,"Sucos, Alcóolicas, Água",72.08
2025-11-25,6081,Henrique Lopes Duarte,58.65,Água,62.65
2025-01-30,3157,Anderson Coelho,40.3,"Refrigerantes, Água",60.3
2025-05-31,2486,Carolina Freitas Pereira,30.54,"Refrigerantes, Água",46.54
2025-04-04,3113,Marcos Pereira,67.45,"Água, Sucos",99.45
2025-02-06,5585,Amanda Dias,59.21,Refrigerantes,75.21
2025-10-21,503,Henrique Lopes,57.97,"Alcóolicas, Água",83.97
2025-01-07,22480,Renata Campos,56.05,"Sucos, Alcóolicas",86.05
2025-08-02,23270,João Silva,67.88,"Água, Sucos",103.88
2025-06-18,10335,Monica Batista Moura,31.34,"Refrigerantes, Água, Sucos",75.34
2025-03-21,18613,Silvia Cavalcanti,72.98,Água,80.98
2025-03-29,11502,Marcos Pereira Barbosa,36.95,Alcóolicas,50.95
2025-12-05,7289,Renata Campos,37.58,"Alcóolicas, Sucos, Refrigerantes",83.58
2025-04-22,18345,Rodrigo Neves Dias,47.28,"Sucos, Refrigerantes, Alcóolicas",100.28
2025-10-17,14082,Bruna Ribeiro Santos,72.87,Refrigerantes,80.87
2025-12-30,14429,Fernanda Gomes,61.29,Sucos,69.29
2025-02-15,3352,Henrique Lopes Martins,66.97,"Água, Alcóolicas",99.97
